instance,method,depth,alpha,seed,train_acc,val_acc,test_acc,train_time,gap
balance-scale,n,3,0,11,0.6987179487179487,0.6089743589743589,0.7197452229299363,3.258301019668579,0.0
balance-scale,rb,3,0,11,0.6858974358974359,,0.6687898089171974,5.7092554569244385,0.0
balance-scale,cp,3,0,11,0.6858974358974359,,0.6687898089171974,11.896625518798828,0.0
balance-scale,n,3,0.01,11,0.6987179487179487,0.6089743589743589,0.7197452229299363,2.699425220489502,0.0
balance-scale,rb,3,0.01,11,0.6816239316239316,,0.6815286624203821,6.110349893569946,0.0
balance-scale,cp,3,0.01,11,0.6816239316239316,,0.6815286624203821,13.969504594802856,0.0
balance-scale,n,3,0.1,11,0.6923076923076923,0.6602564102564102,0.6815286624203821,1.6969056129455566,0.0
balance-scale,rb,3,0.1,11,0.6816239316239316,,0.6815286624203821,3.5352609157562256,0.0
balance-scale,cp,3,0.1,11,0.6816239316239316,,0.6815286624203821,9.134975910186768,0.0
balance-scale,n,3,0,23,0.6698717948717948,0.6666666666666666,0.7197452229299363,3.8936827182769775,0.0
balance-scale,rb,3,0,23,0.6688034188034188,,0.7197452229299363,6.059634685516357,0.0
balance-scale,cp,3,0,23,0.6688034188034188,,0.7197452229299363,13.931582927703857,0.0
balance-scale,n,3,0.01,23,0.6698717948717948,0.6666666666666666,0.7197452229299363,5.523147106170654,0.0
balance-scale,rb,3,0.01,23,0.6688034188034188,,0.7197452229299363,7.536115884780884,0.0
balance-scale,cp,3,0.01,23,0.6688034188034188,,0.7197452229299363,22.596916437149048,0.0
balance-scale,n,3,0.1,23,0.6602564102564102,0.6858974358974359,0.7197452229299363,1.8026094436645508,0.0
balance-scale,rb,3,0.1,23,0.6688034188034188,,0.7197452229299363,3.860952854156494,0.0
balance-scale,cp,3,0.1,23,0.6688034188034188,,0.7197452229299363,9.447052717208862,0.0
balance-scale,n,3,0,34,0.7019230769230769,0.6666666666666666,0.6560509554140127,1.7329926490783691,0.0
balance-scale,rb,3,0,34,0.6923076923076923,,0.6496815286624203,4.985007047653198,0.0
balance-scale,cp,3,0,34,0.6923076923076923,,0.6496815286624203,15.089346170425415,0.0
balance-scale,n,3,0.01,34,0.7019230769230769,0.6666666666666666,0.6560509554140127,3.0977983474731445,0.0
balance-scale,rb,3,0.01,34,0.6901709401709402,,0.6560509554140127,4.407821893692017,0.0
balance-scale,cp,3,0.01,34,0.6901709401709402,,0.6560509554140127,18.254376888275146,0.0
balance-scale,n,3,0.1,34,0.7019230769230769,0.6666666666666666,0.6560509554140127,1.5874459743499756,0.0
balance-scale,rb,3,0.1,34,0.6901709401709402,,0.6560509554140127,3.4690167903900146,0.0
balance-scale,cp,3,0.1,34,0.6901709401709402,,0.6560509554140127,10.145355701446533,0.0
balance-scale,n,3,0,45,0.6826923076923077,0.5961538461538461,0.6751592356687898,1.7990338802337646,0.0
balance-scale,rb,3,0,45,0.6816239316239316,,0.6815286624203821,5.6623687744140625,0.0
balance-scale,cp,3,0,45,0.6816239316239316,,0.6815286624203821,25.69058322906494,0.0
balance-scale,n,3,0.01,45,0.6826923076923077,0.5961538461538461,0.6751592356687898,3.391282796859741,0.0
balance-scale,rb,3,0.01,45,0.6794871794871795,,0.6878980891719745,6.232515573501587,0.0
balance-scale,cp,3,0.01,45,0.6794871794871795,,0.6878980891719745,40.64973258972168,0.0
balance-scale,n,3,0.1,45,0.6698717948717948,0.6987179487179487,0.6878980891719745,1.8940472602844238,0.0
balance-scale,rb,3,0.1,45,0.6794871794871795,,0.6878980891719745,5.059726238250732,0.0
balance-scale,cp,3,0.1,45,0.6794871794871795,,0.6878980891719745,6.717573165893555,0.0
balance-scale,n,3,0,56,0.7307692307692307,0.6474358974358975,0.6178343949044586,1.1846683025360107,0.0
balance-scale,rb,3,0,56,0.7029914529914529,,0.6178343949044586,4.003510475158691,0.0
balance-scale,cp,3,0,56,0.7029914529914529,,0.6178343949044586,10.062394380569458,0.0
balance-scale,n,3,0.01,56,0.7307692307692307,0.6474358974358975,0.6178343949044586,2.136122465133667,0.0
balance-scale,rb,3,0.01,56,0.7029914529914529,,0.6178343949044586,5.425385236740112,0.0
balance-scale,cp,3,0.01,56,0.7029914529914529,,0.6178343949044586,21.63263201713562,0.0
balance-scale,n,3,0.1,56,0.7211538461538461,0.6666666666666666,0.6178343949044586,1.611816644668579,0.0
balance-scale,rb,3,0.1,56,0.7029914529914529,,0.6178343949044586,3.510948419570923,0.0
balance-scale,cp,3,0.1,56,0.7029914529914529,,0.6178343949044586,6.7237584590911865,0.0
balance-scale,n,3,0,67,0.7467948717948718,0.6025641025641025,0.6305732484076433,1.2109994888305664,0.0
balance-scale,rb,3,0,67,0.6987179487179487,,0.6305732484076433,5.508732080459595,0.0
balance-scale,cp,3,0,67,0.6987179487179487,,0.6305732484076433,9.217350959777832,0.0
balance-scale,n,3,0.01,67,0.7435897435897436,0.6025641025641025,0.6369426751592356,2.41359281539917,0.0
balance-scale,rb,3,0.01,67,0.6965811965811965,,0.6369426751592356,4.447103261947632,0.0
balance-scale,cp,3,0.01,67,0.6965811965811965,,0.6369426751592356,13.090321779251099,0.0
balance-scale,n,3,0.1,67,0.7435897435897436,0.6025641025641025,0.6369426751592356,1.279026985168457,0.0
balance-scale,rb,3,0.1,67,0.6965811965811965,,0.6369426751592356,3.0936708450317383,0.0
balance-scale,cp,3,0.1,67,0.6965811965811965,,0.6369426751592356,12.633053541183472,0.0
balance-scale,n,3,0,78,0.6955128205128205,0.6730769230769231,0.6624203821656051,1.933427095413208,0.0
balance-scale,rb,3,0,78,0.688034188034188,,0.6624203821656051,6.202794313430786,0.0
balance-scale,cp,3,0,78,0.688034188034188,,0.6624203821656051,14.476481914520264,0.0
balance-scale,n,3,0.01,78,0.6955128205128205,0.6730769230769231,0.6624203821656051,2.698867082595825,0.0
balance-scale,rb,3,0.01,78,0.6794871794871795,,0.6878980891719745,5.357139348983765,0.0
balance-scale,cp,3,0.01,78,0.6837606837606838,,0.6751592356687898,20.98189067840576,0.0
balance-scale,n,3,0.1,78,0.6891025641025641,0.6730769230769231,0.6751592356687898,1.4561359882354736,0.0
balance-scale,rb,3,0.1,78,0.6837606837606838,,0.6751592356687898,3.4468801021575928,0.0
balance-scale,cp,3,0.1,78,0.6837606837606838,,0.6751592356687898,7.512422800064087,0.0
balance-scale,n,3,0,89,0.6923076923076923,0.6025641025641025,0.6496815286624203,2.2569546699523926,0.0
balance-scale,rb,3,0,89,0.6773504273504274,,0.6942675159235668,5.654002666473389,0.0
balance-scale,cp,3,0,89,0.6773504273504274,,0.6942675159235668,14.257929563522339,0.0
balance-scale,n,3,0.01,89,0.6923076923076923,0.6025641025641025,0.6496815286624203,3.5061838626861572,0.0
balance-scale,rb,3,0.01,89,0.6752136752136753,,0.7006369426751592,5.354484558105469,0.0
balance-scale,cp,3,0.01,89,0.6752136752136753,,0.7006369426751592,17.725483417510986,0.0
balance-scale,n,3,0.1,89,0.6730769230769231,0.6794871794871795,0.7006369426751592,2.3477632999420166,0.0
balance-scale,rb,3,0.1,89,0.6752136752136753,,0.7006369426751592,3.7804834842681885,0.0
balance-scale,cp,3,0.1,89,0.6752136752136753,,0.7006369426751592,9.385364532470703,0.0
balance-scale,n,3,0,93,0.6955128205128205,0.6538461538461539,0.6496815286624203,2.0171124935150146,0.0
balance-scale,rb,3,0,93,0.6965811965811965,,0.6369426751592356,4.927272319793701,0.0
balance-scale,cp,3,0,93,0.6965811965811965,,0.6369426751592356,14.291282415390015,0.0
balance-scale,n,3,0.01,93,0.6955128205128205,0.6538461538461539,0.6496815286624203,3.2431514263153076,0.0
balance-scale,rb,3,0.01,93,0.6965811965811965,,0.6369426751592356,5.399176359176636,0.0
balance-scale,cp,3,0.01,93,0.6965811965811965,,0.6369426751592356,15.572224855422974,0.0
balance-scale,n,3,0.1,93,0.6891025641025641,0.6923076923076923,0.6560509554140127,2.1972296237945557,0.0
balance-scale,rb,3,0.1,93,0.6901709401709402,,0.6560509554140127,4.1150195598602295,0.0
balance-scale,cp,3,0.1,93,0.6901709401709402,,0.6560509554140127,7.451188802719116,0.0
balance-scale,n,3,0,5,0.6826923076923077,0.6987179487179487,0.6624203821656051,2.3836567401885986,0.0
balance-scale,rb,3,0,5,0.6923076923076923,,0.6496815286624203,4.8893516063690186,0.0
balance-scale,cp,3,0,5,0.6923076923076923,,0.6496815286624203,12.009718418121338,0.0
balance-scale,n,3,0.01,5,0.6826923076923077,0.6987179487179487,0.6624203821656051,2.4822611808776855,0.0
balance-scale,rb,3,0.01,5,0.688034188034188,,0.6624203821656051,5.2811620235443115,0.0
balance-scale,cp,3,0.01,5,0.688034188034188,,0.6624203821656051,9.174217224121094,0.0
balance-scale,n,3,0.1,5,0.6826923076923077,0.6987179487179487,0.6624203821656051,1.8218491077423096,0.0
balance-scale,rb,3,0.1,5,0.688034188034188,,0.6624203821656051,3.610527753829956,0.0
balance-scale,cp,3,0.1,5,0.688034188034188,,0.6624203821656051,10.065192937850952,0.0
breast-cancer,n,3,0,11,0.7971014492753623,0.6956521739130435,0.7857142857142857,9.916975975036621,0.0
breast-cancer,rb,3,0,11,0.7729468599033816,,0.7857142857142857,9.183178901672363,0.0
breast-cancer,cp,3,0,11,0.7729468599033816,,0.7857142857142857,17.089811086654663,0.0
breast-cancer,n,3,0.01,11,0.7971014492753623,0.6956521739130435,0.7857142857142857,6.98865008354187,0.0
breast-cancer,rb,3,0.01,11,0.7681159420289855,,0.8,9.592925786972046,0.0
breast-cancer,cp,3,0.01,11,0.7681159420289855,,0.8,17.12823176383972,0.0
breast-cancer,n,3,0.1,11,0.7101449275362319,0.6666666666666666,0.7428571428571429,1.1375954151153564,0.0
breast-cancer,rb,3,0.1,11,0.6956521739130435,,0.7428571428571429,1.8477883338928223,0.0
breast-cancer,cp,3,0.1,11,0.6956521739130435,,0.7428571428571429,2.7286298274993896,0.0
breast-cancer,n,3,0,23,0.7898550724637681,0.7681159420289855,0.7142857142857143,3.769922971725464,0.0
breast-cancer,rb,3,0,23,0.7971014492753623,,0.6571428571428571,8.384799718856812,0.0
breast-cancer,cp,3,0,23,0.7971014492753623,,0.6571428571428571,11.372986078262329,0.0
breast-cancer,n,3,0.01,23,0.7898550724637681,0.7681159420289855,0.7142857142857143,6.272083282470703,0.0
breast-cancer,rb,3,0.01,23,0.7971014492753623,,0.6571428571428571,9.108633041381836,0.0
breast-cancer,cp,3,0.01,23,0.7971014492753623,,0.6571428571428571,13.485291719436646,0.0
breast-cancer,n,3,0.1,23,0.6956521739130435,0.6811594202898551,0.7571428571428571,1.3224470615386963,0.0
breast-cancer,rb,3,0.1,23,0.6908212560386473,,0.7571428571428571,1.98329758644104,0.0
breast-cancer,cp,3,0.1,23,0.6908212560386473,,0.7571428571428571,2.973888635635376,0.0
breast-cancer,n,3,0,34,0.7971014492753623,0.7101449275362319,0.6857142857142857,5.495847940444946,0.0
breast-cancer,rb,3,0,34,0.7681159420289855,,0.6857142857142857,6.624426364898682,0.0
breast-cancer,cp,3,0,34,0.7681159420289855,,0.6857142857142857,14.661194562911987,0.0
breast-cancer,n,3,0.01,34,0.7971014492753623,0.6956521739130435,0.7571428571428571,7.3778157234191895,0.0
breast-cancer,rb,3,0.01,34,0.7681159420289855,,0.7714285714285715,12.669747591018677,0.0
breast-cancer,cp,3,0.01,34,0.7681159420289855,,0.6571428571428571,15.04952621459961,0.0
breast-cancer,n,3,0.1,34,0.717391304347826,0.6086956521739131,0.7857142857142857,1.4909968376159668,0.0
breast-cancer,rb,3,0.1,34,0.6811594202898551,,0.7857142857142857,2.389025926589966,0.0
breast-cancer,cp,3,0.1,34,0.6811594202898551,,0.7857142857142857,4.394265413284302,0.0
breast-cancer,n,3,0,45,0.8043478260869565,0.7391304347826086,0.6571428571428571,5.765238285064697,0.0
breast-cancer,rb,3,0,45,0.7971014492753623,,0.7142857142857143,9.044763803482056,0.0
breast-cancer,cp,3,0,45,0.7971014492753623,,0.7142857142857143,10.209668636322021,0.0
breast-cancer,n,3,0.01,45,0.8043478260869565,0.7391304347826086,0.6571428571428571,7.995577573776245,0.0
breast-cancer,rb,3,0.01,45,0.7922705314009661,,0.7285714285714285,10.686809301376343,0.0
breast-cancer,cp,3,0.01,45,0.7922705314009661,,0.7285714285714285,14.194015741348267,0.0
breast-cancer,n,3,0.1,45,0.7101449275362319,0.7101449275362319,0.7,1.3563783168792725,0.0
breast-cancer,rb,3,0.1,45,0.2995169082125604,,0.34285714285714286,0.8236868381500244,0.0
breast-cancer,cp,3,0.1,45,0.7101449275362319,,0.7,2.542254686355591,0.0
breast-cancer,n,3,0,56,0.7898550724637681,0.7536231884057971,0.6714285714285714,6.908628463745117,0.0
breast-cancer,rb,3,0,56,0.782608695652174,,0.7428571428571429,10.60134482383728,0.0
breast-cancer,cp,3,0,56,0.782608695652174,,0.6857142857142857,16.843848943710327,0.0
breast-cancer,n,3,0.01,56,0.7898550724637681,0.7536231884057971,0.6714285714285714,8.02001166343689,0.0
breast-cancer,rb,3,0.01,56,0.7777777777777778,,0.7571428571428571,12.292202949523926,0.0
breast-cancer,cp,3,0.01,56,0.7777777777777778,,0.7571428571428571,16.856276512145996,0.0
breast-cancer,n,3,0.1,56,0.7101449275362319,0.7681159420289855,0.6428571428571429,1.1088783740997314,0.0
breast-cancer,rb,3,0.1,56,0.7294685990338164,,0.6428571428571429,1.2522943019866943,0.0
breast-cancer,cp,3,0.1,56,0.7294685990338164,,0.6428571428571429,2.646268844604492,0.0
breast-cancer,n,3,0,67,0.7681159420289855,0.7971014492753623,0.6714285714285714,5.823346138000488,0.0
breast-cancer,rb,3,0,67,0.7922705314009661,,0.6857142857142857,10.00966215133667,0.0
breast-cancer,cp,3,0,67,0.7922705314009661,,0.6857142857142857,13.310710668563843,0.0
breast-cancer,n,3,0.01,67,0.7681159420289855,0.7971014492753623,0.6714285714285714,9.361207008361816,0.0
breast-cancer,rb,3,0.01,67,0.7874396135265701,,0.7,11.673628091812134,0.0
breast-cancer,cp,3,0.01,67,0.7874396135265701,,0.7,13.279116153717041,0.0
breast-cancer,n,3,0.1,67,0.6884057971014492,0.7971014492753623,0.6571428571428571,1.6441388130187988,0.0
breast-cancer,rb,3,0.1,67,0.7246376811594203,,0.6571428571428571,1.4625649452209473,0.0
breast-cancer,cp,3,0.1,67,0.7246376811594203,,0.6571428571428571,2.0149319171905518,0.0
breast-cancer,n,3,0,78,0.8260869565217391,0.6376811594202898,0.6571428571428571,6.519932746887207,0.0
breast-cancer,rb,3,0,78,0.782608695652174,,0.7285714285714285,10.030015707015991,0.0
breast-cancer,cp,3,0,78,0.782608695652174,,0.7428571428571429,13.482125043869019,0.0
breast-cancer,n,3,0.01,78,0.8188405797101449,0.6956521739130435,0.7285714285714285,7.804442882537842,0.0
breast-cancer,rb,3,0.01,78,0.34782608695652173,,0.3142857142857143,0.9798793792724609,0.0
breast-cancer,cp,3,0.01,78,0.782608695652174,,0.7428571428571429,14.763239860534668,0.0
breast-cancer,n,3,0.1,78,0.782608695652174,0.6376811594202898,0.6285714285714286,0.8428871631622314,0.0
breast-cancer,rb,3,0.1,78,0.7342995169082126,,0.6285714285714286,1.2482967376708984,0.0
breast-cancer,cp,3,0.1,78,0.7342995169082126,,0.6285714285714286,2.509343385696411,0.0
breast-cancer,n,3,0,89,0.7971014492753623,0.6956521739130435,0.6571428571428571,6.410149812698364,0.0
breast-cancer,rb,3,0,89,0.8019323671497585,,0.6714285714285714,8.236407041549683,0.0
breast-cancer,cp,3,0,89,0.8019323671497585,,0.6714285714285714,13.49872875213623,0.0
breast-cancer,n,3,0.01,89,0.7971014492753623,0.6956521739130435,0.6571428571428571,8.644302368164062,0.0
breast-cancer,rb,3,0.01,89,0.7922705314009661,,0.7142857142857143,2.595579147338867,0.0
breast-cancer,cp,3,0.01,89,0.7971014492753623,,0.7142857142857143,15.703322887420654,0.0
breast-cancer,n,3,0.1,89,0.717391304347826,0.6811594202898551,0.7142857142857143,1.1090459823608398,0.0
breast-cancer,rb,3,0.1,89,0.7053140096618358,,0.7142857142857143,1.802199363708496,0.0
breast-cancer,cp,3,0.1,89,0.7053140096618358,,0.7142857142857143,3.2583765983581543,0.0
breast-cancer,n,3,0,93,0.8115942028985508,0.7246376811594203,0.7428571428571429,6.744313716888428,0.0
breast-cancer,rb,3,0,93,0.7874396135265701,,0.7428571428571429,10.333740234375,0.0
breast-cancer,cp,3,0,93,0.7874396135265701,,0.7428571428571429,21.344300746917725,0.0
breast-cancer,n,3,0.01,93,0.8115942028985508,0.7391304347826086,0.7428571428571429,8.382966995239258,0.0
breast-cancer,rb,3,0.01,93,0.7874396135265701,,0.7428571428571429,11.743915319442749,0.0
breast-cancer,cp,3,0.01,93,0.7874396135265701,,0.7428571428571429,15.0787513256073,0.0
breast-cancer,n,3,0.1,93,0.7608695652173914,0.6811594202898551,0.6285714285714286,0.8313181400299072,0.0
breast-cancer,rb,3,0.1,93,0.7342995169082126,,0.6285714285714286,1.344555139541626,0.0
breast-cancer,cp,3,0.1,93,0.7342995169082126,,0.6285714285714286,2.1397619247436523,0.0
breast-cancer,n,3,0,5,0.8043478260869565,0.7391304347826086,0.7428571428571429,6.860096454620361,0.0
breast-cancer,rb,3,0,5,0.7874396135265701,,0.7428571428571429,10.116827249526978,0.0
breast-cancer,cp,3,0,5,0.7874396135265701,,0.7428571428571429,11.74895715713501,0.0
breast-cancer,n,3,0.01,5,0.8043478260869565,0.7391304347826086,0.7428571428571429,7.757495880126953,0.0
breast-cancer,rb,3,0.01,5,0.6521739130434783,,0.7285714285714285,3.013850450515747,0.0
breast-cancer,cp,3,0.01,5,0.782608695652174,,0.7428571428571429,17.10052728652954,0.0
breast-cancer,n,3,0.1,5,0.7318840579710145,0.6956521739130435,0.6714285714285714,1.0402967929840088,0.0
breast-cancer,rb,3,0.1,5,0.7198067632850241,,0.6714285714285714,1.5403718948364258,0.0
breast-cancer,cp,3,0.1,5,0.7198067632850241,,0.6714285714285714,3.5988399982452393,0.0
car-evaluation,n,3,0,11,0.7754629629629629,0.7916666666666666,0.7685185185185185,30.17079472541809,0.0
car-evaluation,rb,3,0,11,0.7808641975308642,,0.7685185185185185,66.59532642364502,0.0
car-evaluation,cp,3,0,11,0.7808641975308642,,0.7685185185185185,110.38082003593445,0.0
car-evaluation,n,3,0.01,11,0.7754629629629629,0.7916666666666666,0.7685185185185185,29.060092210769653,0.0
car-evaluation,rb,3,0.01,11,0.7808641975308642,,0.7685185185185185,64.60013675689697,0.0
car-evaluation,cp,3,0.01,11,0.7808641975308642,,0.7685185185185185,78.75342869758606,0.0
car-evaluation,n,3,0.1,11,0.7002314814814815,0.6921296296296297,0.7083333333333334,7.510719060897827,0.0
car-evaluation,rb,3,0.1,11,0.6975308641975309,,0.7083333333333334,17.623051404953003,0.0
car-evaluation,cp,3,0.1,11,0.6975308641975309,,0.7083333333333334,20.389023303985596,0.0
car-evaluation,n,3,0,23,0.7835648148148148,0.7847222222222222,0.7592592592592593,20.370702505111694,0.0
car-evaluation,rb,3,0,23,0.7839506172839507,,0.7592592592592593,80.14145851135254,0.0
car-evaluation,cp,3,0,23,0.7839506172839507,,0.7592592592592593,95.38706612586975,0.0
car-evaluation,n,3,0.01,23,0.7835648148148148,0.7847222222222222,0.7592592592592593,20.440500020980835,0.0
car-evaluation,rb,3,0.01,23,0.7839506172839507,,0.7592592592592593,41.303590536117554,0.0
car-evaluation,cp,3,0.01,23,0.7839506172839507,,0.7592592592592593,225.64352297782898,0.0
car-evaluation,n,3,0.1,23,0.6921296296296297,0.6921296296296297,0.7245370370370371,11.90587592124939,0.0
car-evaluation,rb,3,0.1,23,0.6921296296296297,,0.7245370370370371,25.422306299209595,0.0
car-evaluation,cp,3,0.1,23,0.6921296296296297,,0.7245370370370371,25.30948305130005,0.0
car-evaluation,n,3,0,34,0.7905092592592593,0.7407407407407407,0.7893518518518519,36.87320804595947,0.0
car-evaluation,rb,3,0,34,0.7739197530864198,,0.7893518518518519,78.53728079795837,0.0
car-evaluation,cp,3,0,34,0.7739197530864198,,0.7893518518518519,99.11278009414673,0.0
car-evaluation,n,3,0.01,34,0.7905092592592593,0.7407407407407407,0.7893518518518519,15.077752828598022,0.0
car-evaluation,rb,3,0.01,34,0.7739197530864198,,0.7893518518518519,70.49281477928162,0.0
car-evaluation,cp,3,0.01,34,0.7739197530864198,,0.7893518518518519,272.8486359119415,0.0
car-evaluation,n,3,0.1,34,0.6956018518518519,0.6712962962962963,0.7384259259259259,9.00611662864685,0.0
car-evaluation,rb,3,0.1,34,0.6875,,0.7384259259259259,25.72314453125,0.0
car-evaluation,cp,3,0.1,34,0.6875,,0.7384259259259259,33.45077657699585,0.0
car-evaluation,n,3,0,45,0.7835648148148148,0.7847222222222222,0.7592592592592593,49.747971057891846,0.0
car-evaluation,rb,3,0,45,0.7839506172839507,,0.7592592592592593,53.907249212265015,0.0
car-evaluation,cp,3,0,45,0.7839506172839507,,0.7592592592592593,107.12937521934509,0.0
car-evaluation,n,3,0.01,45,0.7835648148148148,0.7847222222222222,0.7592592592592593,16.998875856399536,0.0
car-evaluation,rb,3,0.01,45,0.7839506172839507,,0.7592592592592593,45.573368072509766,0.0
car-evaluation,cp,3,0.01,45,0.7839506172839507,,0.7592592592592593,188.24540972709656,0.0
car-evaluation,n,3,0.1,45,0.7094907407407407,0.6828703703703703,0.6990740740740741,15.203346967697144,0.0
car-evaluation,rb,3,0.1,45,0.7006172839506173,,0.6990740740740741,26.77545714378357,0.0
car-evaluation,cp,3,0.1,45,0.7006172839506173,,0.6990740740740741,31.007136821746826,0.0
car-evaluation,n,3,0,56,0.7916666666666666,0.7754629629629629,0.7523148148148148,35.28668928146362,0.0
car-evaluation,rb,3,0,56,0.7862654320987654,,0.7523148148148148,71.22869944572449,0.0
car-evaluation,cp,3,0,56,0.7862654320987654,,0.7523148148148148,38.983391523361206,0.0
car-evaluation,n,3,0.01,56,0.7916666666666666,0.7754629629629629,0.7523148148148148,13.52481484413147,0.0
car-evaluation,rb,3,0.01,56,0.7862654320987654,,0.7523148148148148,56.39591932296753,0.0
car-evaluation,cp,3,0.01,56,0.7862654320987654,,0.7523148148148148,140.86056399345398,0.0
